column_a,code,browser,cldr_short_name
466,U+1F472 U+1F3FE,👲🏾,man with Chinese cap: medium-dark skin tone
467,U+1F472 U+1F3FF,👲🏿,man with Chinese cap: dark skin tone
480,U+1F471,👱,blond-haired person
481,U+1F471 U+1F3FB,👱🏻,blond-haired person: light skin tone
482,U+1F471 U+1F3FC,👱🏼,blond-haired person: medium-light skin tone
483,U+1F471 U+1F3FD,👱🏽,blond-haired person: medium skin tone
484,U+1F471 U+1F3FE,👱🏾,blond-haired person: medium-dark skin tone
485,U+1F471 U+1F3FF,👱🏿,blond-haired person: dark skin tone
486,U+1F471 U+200D U+2642 U+FE0F,👱‍♂️,blond-haired man
487,U+1F471 U+1F3FB U+200D U+2642 U+FE0F,👱🏻‍♂️,blond-haired man: light skin tone
488,U+1F471 U+1F3FC U+200D U+2642 U+FE0F,👱🏼‍♂️,blond-haired man: medium-light skin tone
489,U+1F471 U+1F3FD U+200D U+2642 U+FE0F,👱🏽‍♂️,blond-haired man: medium skin tone
490,U+1F471 U+1F3FE U+200D U+2642 U+FE0F,👱🏾‍♂️,blond-haired man: medium-dark skin tone
491,U+1F471 U+1F3FF U+200D U+2642 U+FE0F,👱🏿‍♂️,blond-haired man: dark skin tone
492,U+1F471 U+200D U+2640 U+FE0F,👱‍♀️,blond-haired woman
493,U+1F471 U+1F3FB U+200D U+2640 U+FE0F,👱🏻‍♀️,blond-haired woman: light skin tone
494,U+1F471 U+1F3FC U+200D U+2640 U+FE0F,👱🏼‍♀️,blond-haired woman: medium-light skin tone
495,U+1F471 U+1F3FD U+200D U+2640 U+FE0F,👱🏽‍♀️,blond-haired woman: medium skin tone
496,U+1F471 U+1F3FE U+200D U+2640 U+FE0F,👱🏾‍♀️,blond-haired woman: medium-dark skin tone
497,U+1F471 U+1F3FF U+200D U+2640 U+FE0F,👱🏿‍♀️,blond-haired woman: dark skin tone
498,U+1F935,🤵,man in tuxedo
499,U+1F935 U+1F3FB,🤵🏻,man in tuxedo: light skin tone
500,U+1F935 U+1F3FC,🤵🏼,man in tuxedo: medium-light skin tone
501,U+1F935 U+1F3FD,🤵🏽,man in tuxedo: medium skin tone
502,U+1F935 U+1F3FE,🤵🏾,man in tuxedo: medium-dark skin tone
503,U+1F935 U+1F3FF,🤵🏿,man in tuxedo: dark skin tone
504,U+1F470,👰,bride with veil
505,U+1F470 U+1F3FB,👰🏻,bride with veil: light skin tone
506,U+1F470 U+1F3FC,👰🏼,bride with veil: medium-light skin tone
507,U+1F470 U+1F3FD,👰🏽,bride with veil: medium skin tone
508,U+1F470 U+1F3FE,👰🏾,bride with veil: medium-dark skin tone
509,U+1F470 U+1F3FF,👰🏿,bride with veil: dark skin tone
510,U+1F930,🤰,pregnant woman
511,U+1F930 U+1F3FB,🤰🏻,pregnant woman: light skin tone
512,U+1F930 U+1F3FC,🤰🏼,pregnant woman: medium-light skin tone
513,U+1F930 U+1F3FD,🤰🏽,pregnant woman: medium skin tone
514,U+1F930 U+1F3FE,🤰🏾,pregnant woman: medium-dark skin tone
515,U+1F930 U+1F3FF,🤰🏿,pregnant woman: dark skin tone
